Kode,Nama Perusahaan,Tahun,Saham Institusional,Saham Beredar,X1,Total Komite Audit (X2),Jml Komisaris Independen,Total Dewan Komisaris,X3,Direksi Perempuan,Total Direksi,X4,Saham Manajemen,Saham Beredar (KM),X5,Beban Pajak,Laba Sebelum Pajak,Y
SDPC,Millennium Pharmacon Internati,2022,1178987259.0,1274000000.0,0.9254217103610675,2,4.0,5.0,0.8333333333333334,0.0,2.0,0.0,0.0,1274000000.0,0.0,12000079369.0,36464134244.0,0.3290926719581874
SDPC,Millennium Pharmacon Internati,2023,1142700184.0,1274000000.0,0.8969389199372056,4,3.0,5.0,0.6,0.0,2.0,0.0,0.0,1274000000.0,0.0,14879566285.0,47960768133.0,0.3102445366124553
SDPC,Millennium Pharmacon Internati,2024,1125879384.0,1274000000.0,0.8837357802197802,4,3.0,5.0,0.6,0.0,2.0,0.0,0.0,1274000000.0,0.0,10787170467.0,27701302589.0,0.3894102247481861
SGRO,Sampoerna Agro Tbk.,2022,1701533000.0,1818622000.0,0.935616637212131,3,2.0,3.0,0.6666666666666666,0.0,6.0,0.0,0.0,1818622000.0,0.0,364596000000.0,1404039000000.0,0.2596765474463316
SGRO,Sampoerna Agro Tbk.,2023,1720051000.0,1818622000.0,0.945799072044658,3,2.0,3.0,0.6666666666666666,0.0,6.0,0.0,0.0,1818622000.0,0.0,303526000000.0,744305000000.0,0.40779787855784927
SGRO,Sampoerna Agro Tbk.,2024,1727766500.0,1818622000.0,0.9500415699359185,3,2.0,3.0,0.6666666666666666,0.0,7.0,0.0,0.0,1818622000.0,0.0,370721000000.0,1068205000000.0,0.34705042571416533
SIMP,Salim Ivomas Pratama Tbk.,2022,13576047298.0,15501310000.0,0.8758,3,2.0,6.0,0.3333333333333333,1.0,9.0,0.1111111111111111,920000.0,15501310000.0,5.93498226924047e-05,887381000000.0,2396986000000.0,0.3702070016262089
SIMP,Salim Ivomas Pratama Tbk.,2023,13552795333.0,15501310000.0,0.8743,3,2.0,6.0,0.3333333333333333,1.0,9.0,0.1111111111111111,920000.0,15501310000.0,5.93498226924047e-05,560911000000.0,1487689000000.0,0.37703511957136204
SIMP,Salim Ivomas Pratama Tbk.,2024,13541944416.0,15501310000.0,0.8736,3,2.0,6.0,0.3333333333333333,1.0,11.0,0.09090909090909091,920000.0,15501310000.0,5.93498226924047e-05,801454000000.0,2985104000000.0,0.26848444811303057
SKLT,Sekar Laut Tbk.,2022,675325800.0,690740500.0,0.9776838045546772,3,1.0,3.0,0.3333333333333333,1.0,5.0,0.2,3658266.0,690740500.0,0.005296151014744322,17574233946.0,92439536022.0,0.19011599043311347
SKLT,Sekar Laut Tbk.,2023,6782686200.0,6907405000.0,0.9819441888813527,3,1.0,3.0,0.3333333333333333,1.0,5.0,0.2,37354910.0,6907405000.0,0.005407951321806091,27433389365.0,124697224386.0,0.22000000000064154
SKLT,Sekar Laut Tbk.,2024,6778534500.0,6907405000.0,0.9813431382697265,3,1.0,3.0,0.3333333333333333,1.0,5.0,0.2,37354910.0,6907405000.0,0.005407951321806091,34153623762.0,151442413569.0,0.22552218336403473
SMAR,Smart Tbk.,2022,2653897571.0,2872193366.0,0.9239968319737425,3,3.0,7.0,0.42857142857142855,0.0,6.0,0.0,0.0,2872193366.0,0.0,1301015000000.0,6805971000000.0,0.19115788180701915
SMAR,Smart Tbk.,2023,2653897571.0,2872193366.0,0.9239968319737425,3,3.0,7.0,0.42857142857142855,0.0,6.0,0.0,0.0,2872193366.0,0.0,191016000000.0,1108886000000.0,0.17225936660756833
SMAR,Smart Tbk.,2024,2653897571.0,2872193366.0,0.9239968319737425,3,3.0,7.0,0.42857142857142855,1.0,6.0,0.16666666666666666,0.0,2872193366.0,0.0,307173000000.0,1585442000000.0,0.193745971155047
SSMS,Sawit Sumbermas Sarana Tbk.,2022,6111017810.0,9525000000.0,0.6415766729658793,3,1.0,3.0,0.3333333333333333,0.0,3.0,0.0,60000.0,9525000000.0,6.299212598425197e-06,427447333000.0,2275566311000.0,0.18784217842114118
SSMS,Sawit Sumbermas Sarana Tbk.,2023,6748816400.0,9525000000.0,0.7085371548556431,3,1.0,3.0,0.3333333333333333,0.0,3.0,0.0,150000.0,9525000000.0,1.5748031496062993e-05,208119522000.0,552135147000.0,0.37693583379143225
SSMS,Sawit Sumbermas Sarana Tbk.,2024,6701127840.0,9525000000.0,0.7035304818897637,3,1.0,3.0,0.3333333333333333,0.0,2.0,0.0,0.0,9525000000.0,0.0,381411919000.0,1226103304000.0,0.3110764955576696
STTP,Siantar Top Tbk.,2022,832370300.0,1310000000.0,0.6353971755725191,3,1.0,2.0,0.5,0.0,3.0,0.0,0,1310000000.0,0.0,132199514819.0,756723520605.0,0.17469988869026637
STTP,Siantar Top Tbk.,2023,832340400.0,1310000000.0,0.6353743511450382,3,1.0,2.0,0.5,0.0,3.0,0.0,41750800.0,1310000000.0,0.03187083969465649,184846323957.0,1102640346668.0,0.1676397245172241
STTP,Siantar Top Tbk.,2024,832299500.0,1310000000.0,0.6353431297709924,3,1.0,2.0,0.5,0.0,3.0,0.0,41750800.0,1310000000.0,0.03187083969465649,194589882421.0,1509020656369.0,0.12895110587102332
TAPG,Triputra Agro Persada Tbk.,2022,17186500100.0,19852540000.0,0.8657078691190145,3,3.0,8.0,0.375,1.0,5.0,0.2,117094600.0,19852540000.0,0.0058982175580555435,600536000000.0,3689281000000.0,0.16277860103364314
TAPG,Triputra Agro Persada Tbk.,2023,17212934900.0,19852540000.0,0.8670394266930076,3,3.0,8.0,0.375,1.0,5.0,0.2,143529400.0,19852540000.0,0.007229775132048594,279840000000.0,1941098000000.0,0.14416582779437206
TAPG,Triputra Agro Persada Tbk.,2024,16497047532.0,19852540000.0,0.8309791861394058,3,3.0,7.0,0.42857142857142855,1.0,5.0,0.2,168120400.0,19852540000.0,0.008468457940394528,686305000000.0,3926904000000.0,0.17476999692378525
TBLA,Tunas Baru Lampung Tbk.,2022,2950315552.0,5342098939.0,0.5522764714186063,3,1.0,3.0,0.3333333333333333,1.0,7.0,0.14285714285714285,0,5342098939.0,0.0,218878000000.0,1020318000000.0,0.21451939493373634
TBLA,Tunas Baru Lampung Tbk.,2023,3843796586.0,6025373372.0,0.6379350039720659,3,1.0,3.0,0.3333333333333333,0.0,7.0,0.0,0,6025373372.0,0.0,173655000000.0,785873000000.0,0.22097081844012964
TBLA,Tunas Baru Lampung Tbk.,2024,3580253171.0,6025373372.0,0.5941960688506857,3,1.0,3.0,0.3333333333333333,0.0,8.0,0.0,0,6025373372.0,0.0,202940000000.0,903960000000.0,0.22450108411876632
TGKA,Tigaraksa Satria Tbk.,2022,897118000.0,918493000.0,0.052146287451292496,3,2.0,5.0,0.4,1.0,3.0,0.3333333333333333,4253250.0,918492750.0,0.0046306843467191225,126640962325.0,604907000000.0,0.20935608667943997
TGKA,Tigaraksa Satria Tbk.,2023,897157000.0,918493000.0,0.067756640496988,3,2.0,5.0,0.4,1.0,3.0,0.3333333333333333,2661250.0,918492750.0,0.002897409914231767,146416000000.0,587515000000.0,0.24921236053547569
TGKA,Tigaraksa Satria Tbk.,2024,897240000.0,918493000.0,0.06780998875331658,3,2.0,5.0,0.4,1.0,3.0,0.3333333333333333,2661250.0,918492750.0,0.002897409914231767,91199000000.0,493616000000.0,0.18475697708340086
UCID,Uni-Charm Indonesia Tbk.,2022,3338517900.0,4156572300.0,0.803190142993543,3,2.0,5.0,0.4,1.0,4.0,0.25,500.0,4156572300.0,1.2029142377723105e-07,117435000000.0,431083000000.0,0.27241853656952375
UCID,Uni-Charm Indonesia Tbk.,2023,3338517900.0,4156572300.0,0.803190142993543,3,2.0,5.0,0.4,1.0,4.0,0.25,10000.0,4156572300.0,2.4058284755446214e-06,139683000000.0,574215000000.0,0.24325905801833808
UCID,Uni-Charm Indonesia Tbk.,2024,3325257900.0,4156572300.0,0.8000000144349708,3,2.0,5.0,0.4,1.0,4.0,0.25,359400.0,4156572300.0,8.646547541107369e-05,111188000000.0,461629000000.0,0.24086008461340166
ULTJ,Ultrajaya Milk Industry & Trad,2022,8104831620.0,10398175200.0,0.7794474957490618,2,1.0,3.0,0.3333333333333333,0.0,3.0,0.0,5632527360.0,11553528000.0,0.48751579257868244,323512000000.0,1288998000000.0,0.2509794429471574
ULTJ,Ultrajaya Milk Industry & Trad,2023,8138688420.0,10398175200.0,0.782703528596056,2,1.0,3.0,0.3333333333333333,0.0,3.0,0.0,4066384160.0,10398175200.0,0.3910670941570594,321124000000.0,1507285000000.0,0.21304796372285267
ULTJ,Ultrajaya Milk Industry & Trad,2024,8139453720.0,10398175200.0,0.7827771280483906,3,2.0,4.0,0.5,0.0,3.0,0.0,5667149460.0,10398175200.0,0.5450138462756426,353047000000.0,1506963000000.0,0.23427715212649547
UNSP,Bakrie Sumatera Plantations Tb,2022,1151318609.0,2500162338.0,0.4604975411000692,3,1.0,3.0,0.3333333333333333,0.0,4.0,0.0,0,2500162338.0,0.0,16510000000.0,946717000000.0,0.017439213619275876
UNSP,Bakrie Sumatera Plantations Tb,2023,1018479309.0,2500162338.0,0.407365271254638,3,1.0,3.0,0.3333333333333333,0.0,4.0,0.0,0,2500162338.0,0.0,68858000000.0,94995000000.0,0.7248592031159534
UNSP,Bakrie Sumatera Plantations Tb,2024,1102773015.0,2500162344.0,0.4410805632868135,3,1.0,3.0,0.3333333333333333,0.0,4.0,0.0,0,2500162338.0,0.0,141369000000.0,280258000000.0,0.5044244945728579
UNVR,Unilever Indonesia Tbk.,2022,36818758829.0,38150000000.0,0.9651050807077326,3,5.0,6.0,0.8333333333333334,6.0,12.0,0.5,0,38150000000.0,0.0,1629042000000.0,6993803000000.0,0.2329264922103182
UNVR,Unilever Indonesia Tbk.,2023,37005372439.0,38150000000.0,0.9699966563302752,3,5.0,6.0,0.8333333333333334,5.0,11.0,0.45454545454545453,0,38150000000.0,0.0,1400936000000.0,6201876000000.0,0.2258890696943957
UNVR,Unilever Indonesia Tbk.,2024,36620518230.0,38150000000.0,0.9599087347313238,3,5.0,6.0,0.8333333333333334,2.0,6.0,0.3333333333333333,0,38150000000.0,0.0,981731000000.0,4350424000000.0,0.22566329166996135
VICI,Victoria Care Indonesia Tbk.,2022,"5,698,350,000",6708000000.0,0.8494856887298747,3,1.0,3.0,0.3333333333333333,1.0,5.0,0.2,1635500.0,6708000000.0,0.00024381335718545022,34757414841.0,132396468529.0,0.26252524124830995
VICI,Victoria Care Indonesia Tbk.,2023,"5,698,350,000",6708000000.0,0.8494856887298747,3,2.0,5.0,0.4,1.0,5.0,0.2,1635500.0,6708000000.0,0.00024381335718545022,57301606431.0,235756772393.0,0.24305391463147372
VICI,Victoria Care Indonesia Tbk.,2024,"5,698,350,000",6708000000.0,0.8494856887298747,3,2.0,5.0,0.4,1.0,5.0,0.2,21635500.0,6708000000.0,0.0032253279666070362,51047316672.0,226992947180.0,0.2248850341218782
WIIM,Wismilak Inti Makmur Tbk.,2022,1353886517.0,2099873760.0,0.6447466237208469,3,2.0,4.0,0.5,0.0,5.0,0.0,1129946737.0,2099873760.0,0.5381022223926452,69826921963.0,319471051042.0,0.21857042049741165
WIIM,Wismilak Inti Makmur Tbk.,2023,1350086917.0,2099873760.0,0.6429371816141938,3,2.0,4.0,0.5,0.0,5.0,0.0,1325986517.0,2099873760.0,0.6314601107258943,140106627787.0,634835802093.0,0.2206974265236464
WIIM,Wismilak Inti Makmur Tbk.,2024,1326280267.0,2099873760.0,0.6316000000876243,3,2.0,4.0,0.5,0.0,4.0,0.0,1326942759.0,2099873760.0,0.6319154914341136,78021500000.0,376735000000.0,0.20709915457815176
